Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows,synthetic_rows,cascade_layers,n_estimators,train_time
0.9742647058823529,0.5,0.3520038520383685,0.4967289719626168,0.9615654205607477,5,extrapolation,deepforest_kmeans_smote_margin,0.01,272,21596,3,80,6.898103713989258
0.9650735294117647,0.25,0.22156992404644682,0.2764386129334583,0.9490242019956999,5,extrapolation,deepforest_kmeans_smote_margin,0.02,544,21596,3,80,6.898103713989258
0.9595588235294118,0.26785714285714285,0.6148658128635908,0.2703539893659487,0.9414731523547164,5,extrapolation,deepforest_kmeans_smote_margin,0.03,816,21596,3,80,6.898103713989258
0.9573529411764706,0.28879310344827586,0.6801622766622526,0.2998848725275335,0.9393763585204937,5,extrapolation,deepforest_kmeans_smote_margin,0.05,1360,21596,3,80,6.898103713989258
0.9650735294117647,0.30342871414299993,0.6912476713370864,0.3246505658084606,0.9501637646785187,5,extrapolation,deepforest_kmeans_smote_margin,0.08,2176,21596,3,80,6.898103713989258
0.9544117647058824,0.2784402617351926,0.6385027304928881,0.3014317881013308,0.9350125272486081,5,extrapolation,deepforest_kmeans_smote_margin,0.1,2720,21596,3,80,6.898103713989258
0.9518382352941176,0.2986749549729838,0.6291864107312274,0.3221478497859835,0.9325166006807392,5,extrapolation,deepforest_kmeans_smote_margin,0.2,5440,21596,3,80,6.898103713989258
0.9375,0.2869449820536314,0.6326397114377077,0.3122828587997836,0.9144052041938877,5,extrapolation,deepforest_kmeans_smote_margin,0.3,8160,21596,3,80,6.898103713989258
0.9146139705882353,0.2699983031179271,0.6263320568026675,0.2878508633375173,0.8845978303081139,5,extrapolation,deepforest_kmeans_smote_margin,0.4,10880,21596,3,80,6.898103713989258
0.8945588235294117,0.276628689097918,0.6404671776858465,0.2921679689901471,0.8600413303126422,5,extrapolation,deepforest_kmeans_smote_margin,0.5,13600,21596,3,80,6.898103713989258
0.6788970588235295,0.21458359671458824,0.4328231199076904,0.19219032935929217,0.6076884528908244,5,extrapolation,deepforest_kmeans_smote_full,1.0,27200,21596,3,80,6.898103713989258
0.9875,0.5,0.0,0.4968553459119497,0.9812893081761006,6,interpolation,deepforest_kmeans_smote_margin,0.01,80,21597,3,80,7.111026048660278
0.94375,0.3333333333333333,0.0,0.32368703108252944,0.9164389067524116,6,interpolation,deepforest_kmeans_smote_margin,0.02,160,21597,3,80,7.111026048660278
0.9416666666666667,0.25,0.0,0.24248927038626608,0.913376251788269,6,interpolation,deepforest_kmeans_smote_margin,0.03,240,21597,3,80,7.111026048660278
0.94,0.4,0.19861869352695402,0.39379844961240307,0.9109302325581394,6,interpolation,deepforest_kmeans_smote_margin,0.05,400,21597,3,80,7.111026048660278
0.93125,0.6590050650548871,0.650969914550719,0.5789396620857294,0.9047871596256426,6,interpolation,deepforest_kmeans_smote_margin,0.08,640,21597,3,80,7.111026048660278
0.93,0.6378890950319522,0.6768644665690738,0.5722055722055721,0.9029252136752137,6,interpolation,deepforest_kmeans_smote_margin,0.1,800,21597,3,80,7.111026048660278
0.91875,0.4679141755821271,0.6580003627718151,0.4725085144088747,0.8909022647238946,6,interpolation,deepforest_kmeans_smote_margin,0.2,1600,21597,3,80,7.111026048660278
0.89625,0.44399291542687497,0.6203576220708606,0.43891151221659697,0.8630590336022832,6,interpolation,deepforest_kmeans_smote_margin,0.3,2400,21597,3,80,7.111026048660278
0.8771875,0.4380114623217539,0.5907747816446797,0.41597653564326387,0.8418661631061662,6,interpolation,deepforest_kmeans_smote_margin,0.4,3200,21597,3,80,7.111026048660278
0.84375,0.3849037541220526,0.527982546776378,0.3638960557381077,0.8036807078144144,6,interpolation,deepforest_kmeans_smote_margin,0.5,4000,21597,3,80,7.111026048660278
0.663125,0.3269121604510806,0.3226988551241012,0.2687257757362724,0.6148259330152022,6,interpolation,deepforest_kmeans_smote_full,1.0,8000,21597,3,80,7.111026048660278
0.9375,0.4,0.6712551219086458,0.393158953722334,0.9073189134808853,6,extrapolation,deepforest_kmeans_smote_margin,0.01,272,21597,3,80,7.111026048660278
0.9264705882352942,0.4876543209876543,0.7868890319092537,0.4765134772922935,0.8930176866457102,6,extrapolation,deepforest_kmeans_smote_margin,0.02,544,21597,3,80,7.111026048660278
0.9252450980392157,0.4761904761904762,0.7796493611022375,0.46739087444245114,0.8935283668601816,6,extrapolation,deepforest_kmeans_smote_margin,0.03,816,21597,3,80,7.111026048660278
0.9169117647058823,0.40571428571428575,0.7211552519554116,0.3980749192021098,0.8817914045063259,6,extrapolation,deepforest_kmeans_smote_margin,0.05,1360,21597,3,80,7.111026048660278
0.9186580882352942,0.35740587695133147,0.6958580451129652,0.34816990918177504,0.8836454952290522,6,extrapolation,deepforest_kmeans_smote_margin,0.08,2176,21597,3,80,7.111026048660278
0.9235294117647059,0.3724977385908548,0.6961889072425012,0.3821783415254638,0.8908927712555589,6,extrapolation,deepforest_kmeans_smote_margin,0.1,2720,21597,3,80,7.111026048660278
0.9099264705882353,0.3192384879280493,0.6447983476411239,0.33180390123304143,0.875670191296789,6,extrapolation,deepforest_kmeans_smote_margin,0.2,5440,21597,3,80,7.111026048660278
0.8936274509803922,0.2888282170637021,0.6092501798092557,0.30379421610140256,0.8558533718983035,6,extrapolation,deepforest_kmeans_smote_margin,0.3,8160,21597,3,80,7.111026048660278
0.8646139705882353,0.26915027635258576,0.556279612701128,0.2891493879260131,0.820830933077556,6,extrapolation,deepforest_kmeans_smote_margin,0.4,10880,21597,3,80,7.111026048660278
0.8535294117647059,0.23381314958855337,0.5446835004189442,0.2512714784721776,0.8072671351867771,6,extrapolation,deepforest_kmeans_smote_margin,0.5,13600,21597,3,80,7.111026048660278
0.6754779411764706,0.21585054244980853,0.42910510595433826,0.1764497932610779,0.6039284765543125,6,extrapolation,deepforest_kmeans_smote_full,1.0,27200,21597,3,80,7.111026048660278
0.9875,0.6666666666666666,0.7048655496177798,0.6645435244161358,0.9812898089171975,7,interpolation,deepforest_kmeans_smote_margin,0.01,80,21596,3,80,7.0755932331085205
0.93125,0.4,0.2858978672492999,0.39283387622149835,0.89810667752443,7,interpolation,deepforest_kmeans_smote_margin,0.02,160,21596,3,80,7.0755932331085205
0.8916666666666667,0.4,0.19116386679757205,0.38849557522123895,0.8406157817109144,7,interpolation,deepforest_kmeans_smote_margin,0.03,240,21596,3,80,7.0755932331085205
0.81,0.42857142857142855,0.22195863280160927,0.4134078212290503,0.7250837988826815,7,interpolation,deepforest_kmeans_smote_margin,0.05,400,21596,3,80,7.0755932331085205
0.8,0.4654354605967509,0.32543241815672597,0.49507653550206737,0.7259770342150661,7,interpolation,deepforest_kmeans_smote_margin,0.08,640,21596,3,80,7.0755932331085205
0.8075,0.553712733067295,0.38759332136172003,0.532374299297976,0.7467725041281743,7,interpolation,deepforest_kmeans_smote_margin,0.1,800,21596,3,80,7.0755932331085205
0.7825,0.577840345579609,0.4917395499214543,0.576937366634445,0.7108750514347543,7,interpolation,deepforest_kmeans_smote_margin,0.2,1600,21596,3,80,7.0755932331085205
0.7970833333333334,0.5881339184201841,0.48599286972904604,0.5931581252455036,0.7327384285778635,7,interpolation,deepforest_kmeans_smote_margin,0.3,2400,21596,3,80,7.0755932331085205
0.795625,0.543031486858216,0.49911054924560355,0.5705840637895625,0.7331993199258865,7,interpolation,deepforest_kmeans_smote_margin,0.4,3200,21596,3,80,7.0755932331085205
0.7805,0.5534764311116156,0.5097278927721205,0.5799522473787971,0.7159209397758809,7,interpolation,deepforest_kmeans_smote_margin,0.5,4000,21596,3,80,7.0755932331085205
0.61175,0.3783714314366401,0.36034903078205643,0.3952419097768749,0.5374408913582149,7,interpolation,deepforest_kmeans_smote_full,1.0,8000,21596,3,80,7.0755932331085205
0.9117647058823529,0.4,0.40764002691239887,0.3905882352941176,0.8697231833910034,7,extrapolation,deepforest_kmeans_smote_margin,0.01,272,21596,3,80,7.0755932331085205
0.9301470588235294,0.34285714285714286,0.3362989301105878,0.34672392092988824,0.898057760899577,7,extrapolation,deepforest_kmeans_smote_margin,0.02,544,21596,3,80,7.0755932331085205
0.9276960784313726,0.203125,0.2885369139318526,0.1941969342294042,0.895394237133047,7,extrapolation,deepforest_kmeans_smote_margin,0.03,816,21596,3,80,7.0755932331085205
0.9051470588235294,0.3326456281331262,0.6420769787231182,0.3383088320754187,0.8749330875652847,7,extrapolation,deepforest_kmeans_smote_margin,0.05,1360,21596,3,80,7.0755932331085205
0.8864889705882353,0.3006972002165861,0.5607109652850641,0.31137900337016533,0.8496197964550736,7,extrapolation,deepforest_kmeans_smote_margin,0.08,2176,21596,3,80,7.0755932331085205
0.8904411764705882,0.29590012565581425,0.5442422845092395,0.307440958814587,0.853696604261849,7,extrapolation,deepforest_kmeans_smote_margin,0.1,2720,21596,3,80,7.0755932331085205
0.8863970588235294,0.22902798437056265,0.5042843315481157,0.2377196518221118,0.8455236316811839,7,extrapolation,deepforest_kmeans_smote_margin,0.2,5440,21596,3,80,7.0755932331085205
0.8808823529411764,0.22130819551183079,0.4911982810012683,0.22805320488873018,0.838997472397035,7,extrapolation,deepforest_kmeans_smote_margin,0.3,8160,21596,3,80,7.0755932331085205
0.8729779411764705,0.19712014385828616,0.4972480932704467,0.20133390612480137,0.8296225578028666,7,extrapolation,deepforest_kmeans_smote_margin,0.4,10880,21596,3,80,7.0755932331085205
0.8604411764705883,0.20039864165021576,0.5072588493695661,0.2029922010904962,0.8144366844475414,7,extrapolation,deepforest_kmeans_smote_margin,0.5,13600,21596,3,80,7.0755932331085205
0.6698161764705882,0.19115547176673042,0.41196953472476866,0.172802018635115,0.5917345194727441,7,extrapolation,deepforest_kmeans_smote_full,1.0,27200,21596,3,80,7.0755932331085205
0.95,0.4935064935064935,-0.011103802370895092,0.3247863247863248,0.9378205128205128,8,interpolation,deepforest_kmeans_smote_margin,0.01,80,21597,3,80,7.014466047286987
0.9,0.496551724137931,-0.012753608187321184,0.3157894736842105,0.8585526315789472,8,interpolation,deepforest_kmeans_smote_margin,0.02,160,21597,3,80,7.014466047286987
0.8833333333333333,0.24882629107981222,-0.011441602436280975,0.18761061946902655,0.8325221238938053,8,interpolation,deepforest_kmeans_smote_margin,0.03,240,21597,3,80,7.014466047286987
0.825,0.19939577039274925,0.05647560446479536,0.12951334379905807,0.750206043956044,8,interpolation,deepforest_kmeans_smote_margin,0.05,400,21597,3,80,7.014466047286987
0.8734375,0.46266048262418497,0.3010090092331188,0.3653307842661682,0.8180123339658444,8,interpolation,deepforest_kmeans_smote_margin,0.08,640,21597,3,80,7.014466047286987
0.88875,0.6252563226247437,0.5694553690780751,0.4944045475827777,0.841500369293265,8,interpolation,deepforest_kmeans_smote_margin,0.1,800,21597,3,80,7.014466047286987
0.86875,0.6714422871772989,0.5151495704425155,0.5306232751341641,0.8155936796948936,8,interpolation,deepforest_kmeans_smote_margin,0.2,1600,21597,3,80,7.014466047286987
0.8558333333333333,0.5694727891156462,0.5287718961123323,0.4771536187665668,0.8019660297046312,8,interpolation,deepforest_kmeans_smote_margin,0.3,2400,21597,3,80,7.014466047286987
0.83625,0.509673096335105,0.4977082667989734,0.4171929144886082,0.780834062243085,8,interpolation,deepforest_kmeans_smote_margin,0.4,3200,21597,3,80,7.014466047286987
0.8275,0.5050705845627388,0.4787804083755926,0.4034701852564225,0.7746441444814477,8,interpolation,deepforest_kmeans_smote_margin,0.5,4000,21597,3,80,7.014466047286987
0.706875,0.3270268970547364,0.3352599826356948,0.29599580928244923,0.6578525751710442,8,interpolation,deepforest_kmeans_smote_full,1.0,8000,21597,3,80,7.014466047286987
0.9632352941176471,0.45,0.5290092118939487,0.4674693705111956,0.9468364024950918,8,extrapolation,deepforest_kmeans_smote_margin,0.01,272,21597,3,80,7.014466047286987
0.9595588235294118,0.5773825208607818,0.6410278935794249,0.5785935769656699,0.9424086785877142,8,extrapolation,deepforest_kmeans_smote_margin,0.02,544,21597,3,80,7.014466047286987
0.9509803921568627,0.6310292446624006,0.7315246893091716,0.6685290998469842,0.9318043192072974,8,extrapolation,deepforest_kmeans_smote_margin,0.03,816,21597,3,80,7.014466047286987
0.9404411764705882,0.565868525628073,0.6624272436048688,0.5816289306420243,0.9159333938773868,8,extrapolation,deepforest_kmeans_smote_margin,0.05,1360,21597,3,80,7.014466047286987
0.9246323529411765,0.4785053609181516,0.637292776715466,0.4799152104158866,0.8946179593918988,8,extrapolation,deepforest_kmeans_smote_margin,0.08,2176,21597,3,80,7.014466047286987
0.9268382352941177,0.40971128887905117,0.6375196099341418,0.4382115584200961,0.8986822260935918,8,extrapolation,deepforest_kmeans_smote_margin,0.1,2720,21597,3,80,7.014466047286987
0.9170955882352941,0.2898615917123991,0.6181635346239841,0.3109389743995626,0.8857127405829998,8,extrapolation,deepforest_kmeans_smote_margin,0.2,5440,21597,3,80,7.014466047286987
0.9149509803921568,0.31283416294598326,0.624168079476414,0.3352797215899571,0.8839508856316393,8,extrapolation,deepforest_kmeans_smote_margin,0.3,8160,21597,3,80,7.014466047286987
0.9090073529411765,0.2919050255095858,0.6380753783761977,0.3080912134441093,0.8775734035704172,8,extrapolation,deepforest_kmeans_smote_margin,0.4,10880,21597,3,80,7.014466047286987
0.8793382352941177,0.28730102934110496,0.6045575477101292,0.3006340639468854,0.8407266859008684,8,extrapolation,deepforest_kmeans_smote_margin,0.5,13600,21597,3,80,7.014466047286987
0.6744117647058824,0.2197273701201166,0.43181571659249174,0.19031170460612765,0.6064332973438192,8,extrapolation,deepforest_kmeans_smote_full,1.0,27200,21597,3,80,7.014466047286987
0.975,0.5,0.0,0.4936708860759494,0.9626582278481013,9,interpolation,deepforest_kmeans_smote_margin,0.01,80,21598,3,80,7.454489231109619
0.975,0.3333333333333333,0.0,0.32911392405063294,0.9626582278481013,9,interpolation,deepforest_kmeans_smote_margin,0.02,160,21598,3,80,7.454489231109619
0.9666666666666667,0.3333333333333333,0.0,0.3276836158192091,0.9502824858757062,9,interpolation,deepforest_kmeans_smote_margin,0.03,240,21598,3,80,7.454489231109619
0.9675,0.5,0.789387430344139,0.48586208840775824,0.9515588351375733,9,interpolation,deepforest_kmeans_smote_margin,0.05,400,21598,3,80,7.454489231109619
0.9609375,0.5,0.7996562503841878,0.4770767894138876,0.9420831801777718,9,interpolation,deepforest_kmeans_smote_margin,0.08,640,21598,3,80,7.454489231109619
0.95375,0.39971305595408896,0.7885986243440904,0.37783019768885495,0.9329160419253176,9,interpolation,deepforest_kmeans_smote_margin,0.1,800,21598,3,80,7.454489231109619
0.908125,0.4819141499226021,0.6584087559848313,0.47901164916158107,0.8684902751565916,9,interpolation,deepforest_kmeans_smote_margin,0.2,1600,21598,3,80,7.454489231109619
0.8679166666666667,0.4956858796722017,0.5641016633670836,0.4842849591405146,0.8135446940494095,9,interpolation,deepforest_kmeans_smote_margin,0.3,2400,21598,3,80,7.454489231109619
0.8325,0.5127757873532263,0.5215644293413835,0.5054364237774094,0.7677233964422021,9,interpolation,deepforest_kmeans_smote_margin,0.4,3200,21598,3,80,7.454489231109619
0.81525,0.5216172600131632,0.5014632859462198,0.5062970290463742,0.7495540866148162,9,interpolation,deepforest_kmeans_smote_margin,0.5,4000,21598,3,80,7.454489231109619
0.63175,0.312593902098343,0.3165700669360584,0.33434014361808595,0.5661192544297726,9,interpolation,deepforest_kmeans_smote_full,1.0,8000,21598,3,80,7.454489231109619
0.9632352941176471,0.4642857142857143,0.6060811601169305,0.47597995873857946,0.9469019261108511,9,extrapolation,deepforest_kmeans_smote_margin,0.01,272,21598,3,80,7.454489231109619
0.9650735294117647,0.5818181818181818,0.6006163038281003,0.5868467730931914,0.9488025511064023,9,extrapolation,deepforest_kmeans_smote_margin,0.02,544,21598,3,80,7.454489231109619
0.9583333333333334,0.5456140350877193,0.6024969580123423,0.5989356821726763,0.9406616050402178,9,extrapolation,deepforest_kmeans_smote_margin,0.03,816,21598,3,80,7.454489231109619
0.9522058823529411,0.33333333333333337,0.5613376686597394,0.36160580274821885,0.9318458565723987,9,extrapolation,deepforest_kmeans_smote_margin,0.05,1360,21598,3,80,7.454489231109619
0.9375,0.2850079796411318,0.5404342948638324,0.31613106440188155,0.9129421162055024,9,extrapolation,deepforest_kmeans_smote_margin,0.08,2176,21598,3,80,7.454489231109619
0.9272058823529412,0.3125,0.5519944840725585,0.33195427363998703,0.8992415184565941,9,extrapolation,deepforest_kmeans_smote_margin,0.1,2720,21598,3,80,7.454489231109619
0.9169117647058823,0.27215216249630025,0.5539736301295612,0.2897610227279912,0.8854862841519064,9,extrapolation,deepforest_kmeans_smote_margin,0.2,5440,21598,3,80,7.454489231109619
0.9063725490196078,0.27095432631330046,0.5893104180096689,0.2876514754895384,0.8724920550463185,9,extrapolation,deepforest_kmeans_smote_margin,0.3,8160,21598,3,80,7.454489231109619
0.8857536764705882,0.2371469246758943,0.5915405194318399,0.24819699849439902,0.8455939516803683,9,extrapolation,deepforest_kmeans_smote_margin,0.4,10880,21598,3,80,7.454489231109619
0.8592647058823529,0.2270304400280398,0.5685735723666109,0.23470330529352385,0.810754741541718,9,extrapolation,deepforest_kmeans_smote_margin,0.5,13600,21598,3,80,7.454489231109619
0.6751102941176471,0.208851959474556,0.4265858330997877,0.18383558105048092,0.6009746297079889,9,extrapolation,deepforest_kmeans_smote_full,1.0,27200,21598,3,80,7.454489231109619
0.9,0.5,0.0,0.47368421052631576,0.8526315789473683,42,interpolation,deepforest_kmeans_smote_margin,0.01,80,21595,3,80,7.083594083786011
0.8375,0.2,0.08821503308640441,0.15244596131968144,0.7660409556313993,42,interpolation,deepforest_kmeans_smote_margin,0.02,160,21595,3,80,7.083594083786011
0.8041666666666667,0.2,0.12823884983247288,0.14996114996114995,0.7235625485625484,42,interpolation,deepforest_kmeans_smote_margin,0.03,240,21595,3,80,7.083594083786011
0.7825,0.31871345029239767,0.3433663668510135,0.28651775602995116,0.7229331043050555,42,interpolation,deepforest_kmeans_smote_margin,0.05,400,21595,3,80,7.083594083786011
0.803125,0.33865095333908213,0.4812990544920224,0.32754395409575204,0.7616512169263266,42,interpolation,deepforest_kmeans_smote_margin,0.08,640,21595,3,80,7.083594083786011
0.82,0.3031847232563912,0.4853820010666122,0.2920060829101644,0.7799534036172184,42,interpolation,deepforest_kmeans_smote_margin,0.1,800,21595,3,80,7.083594083786011
0.81875,0.3337217698437554,0.44860392787102005,0.31826515011774587,0.7658462768573615,42,interpolation,deepforest_kmeans_smote_margin,0.2,1600,21595,3,80,7.083594083786011
0.8108333333333333,0.3378865464458058,0.450567279259852,0.3371023069730011,0.7531946747285431,42,interpolation,deepforest_kmeans_smote_margin,0.3,2400,21595,3,80,7.083594083786011
0.8078125,0.3509768192646983,0.48533892278207796,0.34737853681510306,0.7514498839906263,42,interpolation,deepforest_kmeans_smote_margin,0.4,3200,21595,3,80,7.083594083786011
0.80375,0.3456044734461297,0.5087834682226554,0.3423087673688486,0.7467330319094073,42,interpolation,deepforest_kmeans_smote_margin,0.5,4000,21595,3,80,7.083594083786011
0.69125,0.301551196792913,0.35641753949449173,0.32021645684541544,0.6443401338274762,42,interpolation,deepforest_kmeans_smote_full,1.0,8000,21595,3,80,7.083594083786011
0.9264705882352942,0.16666666666666666,0.0,0.1603053435114504,0.891109115401886,42,extrapolation,deepforest_kmeans_smote_margin,0.01,272,21595,3,80,7.083594083786011
0.8658088235294118,0.1875,0.11378072769964018,0.19932543599868377,0.8041611017556084,42,extrapolation,deepforest_kmeans_smote_margin,0.02,544,21595,3,80,7.083594083786011
0.8872549019607843,0.2909090909090909,0.3187123241191191,0.3112516479894529,0.8367394609458813,42,extrapolation,deepforest_kmeans_smote_margin,0.03,816,21595,3,80,7.083594083786011
0.8911764705882353,0.2690298507462686,0.5458780787590843,0.2660086293516165,0.8421586590780292,42,extrapolation,deepforest_kmeans_smote_margin,0.05,1360,21595,3,80,7.083594083786011
0.8993566176470589,0.30658239689884265,0.5316102304269467,0.29738851677634337,0.861869722687138,42,extrapolation,deepforest_kmeans_smote_margin,0.08,2176,21595,3,80,7.083594083786011
0.893014705882353,0.29824431575324595,0.49074535405235037,0.2913034906454159,0.8541912451458867,42,extrapolation,deepforest_kmeans_smote_margin,0.1,2720,21595,3,80,7.083594083786011
0.8928308823529412,0.29370927671768005,0.4808802019267748,0.27250850486010264,0.8552587899441991,42,extrapolation,deepforest_kmeans_smote_margin,0.2,5440,21595,3,80,7.083594083786011
0.8970588235294118,0.2960327261128512,0.49969715672648063,0.26476687880624217,0.8628924316253495,42,extrapolation,deepforest_kmeans_smote_margin,0.3,8160,21595,3,80,7.083594083786011
0.8935661764705882,0.27517726836361905,0.5409425779116372,0.24713642045318035,0.8599012116314098,42,extrapolation,deepforest_kmeans_smote_margin,0.4,10880,21595,3,80,7.083594083786011
0.8825,0.2584629414438034,0.5694484196455516,0.2307561784191019,0.8467172703825958,42,extrapolation,deepforest_kmeans_smote_margin,0.5,13600,21595,3,80,7.083594083786011
0.6834558823529412,0.20810636759817933,0.44531086683476107,0.18854833947660501,0.6120479957412348,42,extrapolation,deepforest_kmeans_smote_full,1.0,27200,21595,3,80,7.083594083786011
