Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows,n_features,knn,train_time
0.9669117647058824,0.2916666666666667,0.49535090916773045,0.30668827077144656,0.9522247462311957,5,extrapolation,graph_feature_margin,0.02,544,62,8,1.6896445751190186
0.9607843137254902,0.25438596491228066,0.48092548613839203,0.2782336679761385,0.9453768368980068,5,extrapolation,graph_feature_margin,0.03,816,62,8,1.6896445751190186
0.9463235294117647,0.20816326530612245,0.4159300270770786,0.22850501577303964,0.9246174364470792,5,extrapolation,graph_feature_margin,0.05,1360,62,8,1.6896445751190186
0.9329044117647058,0.1946169772256729,0.37296237455445475,0.21382642299849924,0.9059129654142389,5,extrapolation,graph_feature_margin,0.08,2176,62,8,1.6896445751190186
0.9290441176470589,0.18888888888888888,0.3519479834177468,0.20717155623089473,0.9003510196433442,5,extrapolation,graph_feature_margin,0.1,2720,62,8,1.6896445751190186
0.9240808823529412,0.17246160639053734,0.3462381884302027,0.19198665398674214,0.8933437658416415,5,extrapolation,graph_feature_margin,0.2,5440,62,8,1.6896445751190186
0.9094362745098039,0.23383064094502742,0.4474692267593143,0.2627616721695869,0.87569529247587,5,extrapolation,graph_feature_margin,0.3,8160,62,8,1.6896445751190186
0.8805147058823529,0.3158023934017501,0.5858464001892247,0.3177144843701292,0.8442224136257361,5,extrapolation,graph_feature_margin,0.4,10880,62,8,1.6896445751190186
0.8210294117647059,0.2926644841747201,0.5852981764875083,0.2610058657305123,0.7750309224076217,5,extrapolation,graph_feature_margin,0.5,13600,62,8,1.6896445751190186
0.6408823529411765,0.24593889694429347,0.42601863750723457,0.20788502288950542,0.6255140463192362,5,extrapolation,graph_feature_full,1.0,27200,62,8,1.6896445751190186
0.8625,0.375,0.2892291027842398,0.3578767123287671,0.8042808219178081,6,interpolation,graph_feature_margin,0.01,80,62,8,1.7568178176879883
0.86875,0.41666666666666663,0.289780420890087,0.39965986394557823,0.8105017006802722,6,interpolation,graph_feature_margin,0.02,160,62,8,1.7568178176879883
0.8916666666666667,0.41666666666666663,0.2652343562891794,0.40274684484038603,0.8424832962138085,6,interpolation,graph_feature_margin,0.03,240,62,8,1.7568178176879883
0.8975,0.31666666666666665,0.41671212080546005,0.2944485505461116,0.85040034491254,6,interpolation,graph_feature_margin,0.05,400,62,8,1.7568178176879883
0.90625,0.3148148148148148,0.45128970677298313,0.2923857868020305,0.863489847715736,6,interpolation,graph_feature_margin,0.08,640,62,8,1.7568178176879883
0.89375,0.24571428571428572,0.41140806270691577,0.23259859192402188,0.8479946247607794,6,interpolation,graph_feature_margin,0.1,800,62,8,1.7568178176879883
0.8975,0.22722365512159176,0.5541150059846234,0.2144551004042355,0.8558104143822725,6,interpolation,graph_feature_margin,0.2,1600,62,8,1.7568178176879883
0.8958333333333334,0.23060028800214682,0.6145850232136658,0.21972384223470393,0.8550695151161299,6,interpolation,graph_feature_margin,0.3,2400,62,8,1.7568178176879883
0.880625,0.27272669025149904,0.6041977685470517,0.28670659552055056,0.8448622720397342,6,interpolation,graph_feature_margin,0.4,3200,62,8,1.7568178176879883
0.85225,0.28725399481064384,0.5989798292435231,0.31365243126050757,0.8271962239004739,6,interpolation,graph_feature_margin,0.5,4000,62,8,1.7568178176879883
0.658125,0.33019770758961403,0.406414985959601,0.30525208906121326,0.6702834719305796,6,interpolation,graph_feature_full,1.0,8000,62,8,1.7568178176879883
0.9227941176470589,0.6666666666666666,0.3514216892610484,0.6898452611218568,0.8872297758561839,6,extrapolation,graph_feature_margin,0.01,272,62,8,1.7568178176879883
0.9448529411764706,0.6153846153846154,0.5432218477345645,0.6506272949816401,0.9221444353445172,6,extrapolation,graph_feature_margin,0.02,544,62,8,1.7568178176879883
0.9399509803921569,0.5166666666666667,0.6457891344846807,0.5367470541583372,0.9153906550902342,6,extrapolation,graph_feature_margin,0.03,816,62,8,1.7568178176879883
0.9419117647058823,0.4366666666666667,0.6633925064618424,0.45115672003164803,0.9191043174608555,6,extrapolation,graph_feature_margin,0.05,1360,62,8,1.7568178176879883
0.9361213235294118,0.4242050015436863,0.6041846166778796,0.43982613958350525,0.9111598101112195,6,extrapolation,graph_feature_margin,0.08,2176,62,8,1.7568178176879883
0.9297794117647059,0.36146137410093593,0.5810193355314558,0.37649035101741885,0.9021289327810532,6,extrapolation,graph_feature_margin,0.1,2720,62,8,1.7568178176879883
0.919485294117647,0.2916745412955175,0.5189213892511106,0.31203718194812835,0.8889132610210941,6,extrapolation,graph_feature_margin,0.2,5440,62,8,1.7568178176879883
0.9066176470588235,0.2717370194581487,0.5162568315448837,0.30804711650013605,0.8732297041220773,6,extrapolation,graph_feature_margin,0.3,8160,62,8,1.7568178176879883
0.8863051470588236,0.22084016516861735,0.5970410311448706,0.23729982249188433,0.8487486008898407,6,extrapolation,graph_feature_margin,0.4,10880,62,8,1.7568178176879883
0.8458823529411764,0.23876379243822352,0.6175327190038978,0.22867648303314594,0.8014858439348231,6,extrapolation,graph_feature_margin,0.5,13600,62,8,1.7568178176879883
0.6459191176470588,0.23010762622463987,0.43188270782302624,0.190327575491136,0.6237038200096551,6,extrapolation,graph_feature_full,1.0,27200,62,8,1.7568178176879883
0.8875,0.25,0.0,0.23509933774834438,0.8346026490066226,7,interpolation,graph_feature_margin,0.01,80,62,8,1.7788119316101074
0.9375,0.3333333333333333,0.29691670548591664,0.3668831168831169,0.9103896103896105,7,interpolation,graph_feature_margin,0.02,160,62,8,1.7788119316101074
0.9416666666666667,0.25,0.2542840050466801,0.27396551724137935,0.9158800287356321,7,interpolation,graph_feature_margin,0.03,240,62,8,1.7788119316101074
0.94,0.325,0.40876339973413595,0.34757983530829484,0.9138245631652941,7,interpolation,graph_feature_margin,0.05,400,62,8,1.7788119316101074
0.93125,0.30666666666666664,0.38536982725981916,0.3319173200285103,0.9019191019244476,7,interpolation,graph_feature_margin,0.08,640,62,8,1.7788119316101074
0.9325,0.3142857142857143,0.4187533093918028,0.33835861904193043,0.9040383466730378,7,interpolation,graph_feature_margin,0.1,800,62,8,1.7788119316101074
0.893125,0.4288920180077888,0.502722216157797,0.4566534914361001,0.8514277009222662,7,interpolation,graph_feature_margin,0.2,1600,62,8,1.7788119316101074
0.8675,0.4848308942946555,0.6040043510676877,0.5048586433637278,0.8181376740139147,7,interpolation,graph_feature_margin,0.3,2400,62,8,1.7788119316101074
0.834375,0.4245594101718883,0.6321293901149403,0.46081839485178866,0.774877168708326,7,interpolation,graph_feature_margin,0.4,3200,62,8,1.7788119316101074
0.78725,0.37763348064978497,0.5722473123281631,0.4173181462768125,0.7369396143849448,7,interpolation,graph_feature_margin,0.5,4000,62,8,1.7788119316101074
0.612125,0.4209527038068965,0.371520636581638,0.44104778839089226,0.6050616356304488,7,interpolation,graph_feature_full,1.0,8000,62,8,1.7788119316101074
0.9779411764705882,0.5,0.0,0.4944237918215613,0.9670347692980538,7,extrapolation,graph_feature_margin,0.01,272,62,8,1.7788119316101074
0.9724264705882353,0.5,0.0,0.4930102516309413,0.958832437914588,7,extrapolation,graph_feature_margin,0.02,544,62,8,1.7788119316101074
0.9718137254901961,0.4,0.3386399082216669,0.3971303805364941,0.9579227979401368,7,extrapolation,graph_feature_margin,0.03,816,62,8,1.7788119316101074
0.9698529411764706,0.21666666666666667,0.25942374622918835,0.2410333151073892,0.9561984009696428,7,extrapolation,graph_feature_margin,0.05,1360,62,8,1.7788119316101074
0.9655330882352942,0.19727891156462585,0.30788537725255255,0.21916037656231394,0.9502510400833446,7,extrapolation,graph_feature_margin,0.08,2176,62,8,1.7788119316101074
0.9632352941176471,0.2057142857142857,0.312031876975225,0.22747243563339842,0.9467713164932514,7,extrapolation,graph_feature_margin,0.1,2720,62,8,1.7788119316101074
0.946139705882353,0.2615973279760282,0.40899739944833896,0.2975298431408587,0.9236764433167692,7,extrapolation,graph_feature_margin,0.2,5440,62,8,1.7788119316101074
0.9223039215686275,0.21863366010530805,0.4779251308682981,0.2334317950868332,0.8919792862214146,7,extrapolation,graph_feature_margin,0.3,8160,62,8,1.7788119316101074
0.8989889705882353,0.2271650361186258,0.5270349701262499,0.2391525505100465,0.8612695952380733,7,extrapolation,graph_feature_margin,0.4,10880,62,8,1.7788119316101074
0.8616176470588235,0.2202164465980129,0.5879653226528105,0.2183289479812989,0.8151543751934693,7,extrapolation,graph_feature_margin,0.5,13600,62,8,1.7788119316101074
0.6574632352941177,0.23382423501457936,0.43994117883195255,0.20078486620403213,0.6275007443093362,7,extrapolation,graph_feature_full,1.0,27200,62,8,1.7788119316101074
1.0,1.0,0.0,1.0,1.0,8,interpolation,graph_feature_margin,0.01,80,62,8,1.7267062664031982
0.98125,0.5,0.0,0.4952681388012618,0.9719637223974763,8,interpolation,graph_feature_margin,0.02,160,62,8,1.7267062664031982
0.9708333333333333,0.5,0.0,0.492600422832981,0.9564658210007048,8,interpolation,graph_feature_margin,0.03,240,62,8,1.7267062664031982
0.935,0.2,0.0,0.19328165374677003,0.9035917312661499,8,interpolation,graph_feature_margin,0.05,400,62,8,1.7267062664031982
0.9328125,0.21428571428571427,0.14956317996478957,0.23312126470021205,0.9009092442645075,8,interpolation,graph_feature_margin,0.08,640,62,8,1.7267062664031982
0.9325,0.23809523809523808,0.1871782104744514,0.25214007782101167,0.900431906614786,8,interpolation,graph_feature_margin,0.1,800,62,8,1.7267062664031982
0.92,0.21052631578947367,0.29908739092032144,0.2154141222849192,0.8832107279508387,8,interpolation,graph_feature_margin,0.2,1600,62,8,1.7267062664031982
0.9104166666666667,0.22999999999999998,0.46564983951987476,0.22850816865034806,0.8700123629201287,8,interpolation,graph_feature_margin,0.3,2400,62,8,1.7267062664031982
0.8790625,0.2233151932270003,0.49260557823540535,0.22296754662045074,0.8294922866052151,8,interpolation,graph_feature_margin,0.4,3200,62,8,1.7267062664031982
0.85925,0.24064173999747415,0.5474432165424477,0.24463063403696045,0.8097355605329987,8,interpolation,graph_feature_margin,0.5,4000,62,8,1.7267062664031982
0.698625,0.33496456990529866,0.4055232921639395,0.3363076283603389,0.6971797756916124,8,interpolation,graph_feature_full,1.0,8000,62,8,1.7267062664031982
0.9669117647058824,0.5,0.44586260148374457,0.4955891619407688,0.9542143889691983,8,extrapolation,graph_feature_margin,0.01,272,62,8,1.7267062664031982
0.9797794117647058,0.5238095238095238,0.5225569042122079,0.5356499170932161,0.9721427374929495,8,extrapolation,graph_feature_margin,0.02,544,62,8,1.7267062664031982
0.9816176470588235,0.5416666666666666,0.5038020528022037,0.5528556593977155,0.9741249770936412,8,extrapolation,graph_feature_margin,0.03,816,62,8,1.7267062664031982
0.9838235294117647,0.43333333333333335,0.5780213401767862,0.43787814285898574,0.9771667922558165,8,extrapolation,graph_feature_margin,0.05,1360,62,8,1.7267062664031982
0.9751838235294118,0.30701754385964913,0.6061405154365813,0.30695777830325005,0.9642511672439135,8,extrapolation,graph_feature_margin,0.08,2176,62,8,1.7267062664031982
0.9661764705882353,0.3421296296296297,0.5910608244471575,0.3763306535875404,0.9519904182908921,8,extrapolation,graph_feature_margin,0.1,2720,62,8,1.7267062664031982
0.9448529411764706,0.3026622290616266,0.6184417300868874,0.3423198977776136,0.9240858577798553,8,extrapolation,graph_feature_margin,0.2,5440,62,8,1.7267062664031982
0.926593137254902,0.3052468982930149,0.6569912797219475,0.33070573805180425,0.901152579756461,8,extrapolation,graph_feature_margin,0.3,8160,62,8,1.7267062664031982
0.8849264705882353,0.28659224156169644,0.6393496653053594,0.2949693810079554,0.8469646232337296,8,extrapolation,graph_feature_margin,0.4,10880,62,8,1.7267062664031982
0.8392647058823529,0.2630339038392138,0.6161713902209767,0.2423905902697899,0.7943352973192683,8,extrapolation,graph_feature_margin,0.5,13600,62,8,1.7267062664031982
0.633125,0.24716249854289196,0.423531360141619,0.20790279913493193,0.6175432102751772,8,extrapolation,graph_feature_full,1.0,27200,62,8,1.7267062664031982
0.8625,0.6666666666666666,0.4560813845522455,0.5955734406438632,0.7990442655935613,9,interpolation,graph_feature_margin,0.01,80,62,8,1.9174330234527588
0.90625,0.6666666666666666,0.5266907654774581,0.6250439058658237,0.8617129873551107,9,interpolation,graph_feature_margin,0.02,160,62,8,1.9174330234527588
0.9166666666666666,0.5,0.6154823843139979,0.47172619047619047,0.8768601190476191,9,interpolation,graph_feature_margin,0.03,240,62,8,1.9174330234527588
0.94,0.5,0.6547244169834348,0.4800271739130435,0.9109470108695653,9,interpolation,graph_feature_margin,0.05,400,62,8,1.9174330234527588
0.9328125,0.399645390070922,0.6481339432558068,0.37725457416179065,0.9012982376706603,9,interpolation,graph_feature_margin,0.08,640,62,8,1.9174330234527588
0.91875,0.33213773314203726,0.5991715710375419,0.3076184828762148,0.8832818048024234,9,interpolation,graph_feature_margin,0.1,800,62,8,1.9174330234527588
0.894375,0.28044873870081133,0.595932948375425,0.26153720318226414,0.8514262378010677,9,interpolation,graph_feature_margin,0.2,1600,62,8,1.9174330234527588
0.8445833333333334,0.280723643169058,0.553706019514554,0.2501894231593383,0.7945998068378171,9,interpolation,graph_feature_margin,0.3,2400,62,8,1.9174330234527588
0.803125,0.3269712694426557,0.5332542932177183,0.32028401177045834,0.7626362168755498,9,interpolation,graph_feature_margin,0.4,3200,62,8,1.9174330234527588
0.76625,0.35519873178844336,0.5273981233298268,0.3613135498477304,0.7356777224583615,9,interpolation,graph_feature_margin,0.5,4000,62,8,1.9174330234527588
0.593625,0.3348904438200271,0.35554713419262196,0.31764537879987104,0.6016722299569792,9,interpolation,graph_feature_full,1.0,8000,62,8,1.9174330234527588
0.9669117647058824,0.3,0.4936889181091418,0.32993068683049775,0.95432558656733,9,extrapolation,graph_feature_margin,0.01,272,62,8,1.9174330234527588
0.9669117647058824,0.22916666666666666,0.3737828755344715,0.2547562087035771,0.9531542132403201,9,extrapolation,graph_feature_margin,0.02,544,62,8,1.9174330234527588
0.9546568627450981,0.19254658385093168,0.4140161433628685,0.21324235428711516,0.9372603798511376,9,extrapolation,graph_feature_margin,0.03,816,62,8,1.9174330234527588
0.9544117647058824,0.17708333333333334,0.4335865516526601,0.19421283417762292,0.9367481272617976,9,extrapolation,graph_feature_margin,0.05,1360,62,8,1.9174330234527588
0.9503676470588235,0.1953125,0.4909942552063399,0.21090224582276018,0.9308346576403872,9,extrapolation,graph_feature_margin,0.08,2176,62,8,1.9174330234527588
0.9404411764705882,0.18676470588235294,0.4439283584526247,0.20254326871394274,0.9168434442971298,9,extrapolation,graph_feature_margin,0.1,2720,62,8,1.9174330234527588
0.9325367647058823,0.21177068786437303,0.5217784432609248,0.22205235419661137,0.9054871847961711,9,extrapolation,graph_feature_margin,0.2,5440,62,8,1.9174330234527588
0.9225490196078432,0.2010186675064705,0.562811718443937,0.21142829109480546,0.8927502244750515,9,extrapolation,graph_feature_margin,0.3,8160,62,8,1.9174330234527588
0.8807904411764705,0.201806517725369,0.5520304562869366,0.21810216822662273,0.839759787946412,9,extrapolation,graph_feature_margin,0.4,10880,62,8,1.9174330234527588
0.8474264705882353,0.26275973864809005,0.5763807295195005,0.2769574131273437,0.7998631033546445,9,extrapolation,graph_feature_margin,0.5,13600,62,8,1.9174330234527588
0.6371323529411764,0.22732831402299125,0.41145083866543475,0.19535239909579152,0.6147963195680075,9,extrapolation,graph_feature_full,1.0,27200,62,8,1.9174330234527588
1.0,1.0,1.0,1.0,1.0,42,interpolation,graph_feature_margin,0.01,80,62,8,1.788386583328247
0.9875,0.5,0.8614513464649353,0.49836601307189543,0.9812908496732027,42,interpolation,graph_feature_margin,0.02,160,62,8,1.788386583328247
0.9916666666666667,0.5,0.9272568110442776,0.4988938053097345,0.9875184365781711,42,interpolation,graph_feature_margin,0.03,240,62,8,1.788386583328247
0.99,0.5,0.8781695156980797,0.49869791666666663,0.9850260416666665,42,interpolation,graph_feature_margin,0.05,400,62,8,1.788386583328247
0.9734375,0.32716049382716045,0.7694369566314078,0.32784901505590786,0.9611092014240532,42,interpolation,graph_feature_margin,0.08,640,62,8,1.788386583328247
0.96875,0.32051282051282054,0.7584196894811409,0.3238944333555112,0.9551848968729209,42,interpolation,graph_feature_margin,0.1,800,62,8,1.788386583328247
0.949375,0.2531205332102987,0.7192191452532579,0.26793874015165187,0.9302415603762151,42,interpolation,graph_feature_margin,0.2,1600,62,8,1.788386583328247
0.9166666666666666,0.3014019302764538,0.7020305801815044,0.32521762004312066,0.893227541712345,42,interpolation,graph_feature_margin,0.3,2400,62,8,1.788386583328247
0.863125,0.34275009247896826,0.6376938532892252,0.3756450546741984,0.8513594049478237,42,interpolation,graph_feature_margin,0.4,3200,62,8,1.788386583328247
0.79925,0.41088674719862756,0.5784782566173177,0.4512022807774246,0.8002700909718564,42,interpolation,graph_feature_margin,0.5,4000,62,8,1.788386583328247
0.59,0.38556305530085,0.3461541542559039,0.3411137997208182,0.6128171637619014,42,interpolation,graph_feature_full,1.0,8000,62,8,1.788386583328247
0.8823529411764706,0.16666666666666666,0.0,0.15625,0.8272058823529411,42,extrapolation,graph_feature_margin,0.01,272,62,8,1.788386583328247
0.8768382352941176,0.14285714285714285,0.0,0.13348258010353994,0.8192984098634557,42,extrapolation,graph_feature_margin,0.02,544,62,8,1.788386583328247
0.9068627450980392,0.14285714285714285,0.0,0.1358795446199045,0.8625686778567467,42,extrapolation,graph_feature_margin,0.03,816,62,8,1.788386583328247
0.9213235294117647,0.14285714285714285,0.0,0.13700727133562954,0.8835961594741225,42,extrapolation,graph_feature_margin,0.05,1360,62,8,1.788386583328247
0.9278492647058824,0.14285714285714285,0.0,0.13751064192065385,0.8931240359671878,42,extrapolation,graph_feature_margin,0.08,2176,62,8,1.788386583328247
0.9283088235294118,0.14285714285714285,0.0,0.13754596214081438,0.8937959120731228,42,extrapolation,graph_feature_margin,0.1,2720,62,8,1.788386583328247
0.9211397058823529,0.1404326535544291,0.08127707753418682,0.14843542627279815,0.8846235332079389,42,extrapolation,graph_feature_margin,0.2,5440,62,8,1.788386583328247
0.9142156862745098,0.20404855111591072,0.2596181978482169,0.22794050557708978,0.8777156414006753,42,extrapolation,graph_feature_margin,0.3,8160,62,8,1.788386583328247
0.8966911764705883,0.22488513068087254,0.40660503784881125,0.25506222830749525,0.8586091260614186,42,extrapolation,graph_feature_margin,0.4,10880,62,8,1.788386583328247
0.8598529411764706,0.236595508418127,0.5578552995383104,0.24270646012419378,0.8113452168971539,42,extrapolation,graph_feature_margin,0.5,13600,62,8,1.788386583328247
0.6415441176470589,0.2241643493953911,0.42453701236723784,0.1930970353800595,0.6176124868241425,42,extrapolation,graph_feature_full,1.0,27200,62,8,1.788386583328247
