Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows,window,epochs,hidden,synthetic_rows,train_time
0.625625,0.4529134334677454,0.45257116772244566,0.3786216300615096,0.667100592464324,5,interpolation,mscgan_mscnn_full,1.0,8000,31,8,96,3022,1.986769437789917
0.7610294117647058,0.48747591522157996,0.6083428538731004,0.37085837146479966,0.7073526168833486,5,extrapolation,mscgan_mscnn_margin,0.01,272,31,8,96,3022,1.986769437789917
0.7738970588235294,0.43084501705191364,0.5849204431228014,0.3207704457704458,0.732867811590238,5,extrapolation,mscgan_mscnn_margin,0.02,544,31,8,96,3022,1.986769437789917
0.7757352941176471,0.39340949033391914,0.583556505661613,0.29934180402930405,0.7365324575342957,5,extrapolation,mscgan_mscnn_margin,0.03,816,31,8,96,3022,1.986769437789917
0.7419117647058824,0.3839157995603716,0.530069925166564,0.27696842469810234,0.7147823383950536,5,extrapolation,mscgan_mscnn_margin,0.05,1360,31,8,96,3022,1.986769437789917
0.7316176470588235,0.30339638749853526,0.49833576193409523,0.21631760065491906,0.7109064536226697,5,extrapolation,mscgan_mscnn_margin,0.08,2176,31,8,96,3022,1.986769437789917
0.7338235294117647,0.3197440318981651,0.49856059168149336,0.2306621713663374,0.7139975918566955,5,extrapolation,mscgan_mscnn_margin,0.1,2720,31,8,96,3022,1.986769437789917
0.7441176470588236,0.3414838157598525,0.5830049968234174,0.24837852030524735,0.7243722077786072,5,extrapolation,mscgan_mscnn_margin,0.2,5440,31,8,96,3022,1.986769437789917
0.7700980392156863,0.35321954647070336,0.6369714571601883,0.2645255258521329,0.7483317574508315,5,extrapolation,mscgan_mscnn_margin,0.3,8160,31,8,96,3022,1.986769437789917
0.7640625,0.34947266324107096,0.6297276114614917,0.262555654578166,0.7393314364330343,5,extrapolation,mscgan_mscnn_margin,0.4,10880,31,8,96,3022,1.986769437789917
0.7418382352941176,0.34434048059826733,0.5946101146271155,0.2531261777235499,0.7136373572321838,5,extrapolation,mscgan_mscnn_margin,0.5,13600,31,8,96,3022,1.986769437789917
0.6170588235294118,0.27835894779160075,0.42271388281732514,0.19290190568558763,0.6075019505995352,5,extrapolation,mscgan_mscnn_full,1.0,27200,31,8,96,3022,1.986769437789917
0.875,0.6318407960199005,0.6635842539973076,0.537182852143482,0.8746719160104988,6,interpolation,mscgan_mscnn_margin,0.01,80,31,8,96,3393,2.182600975036621
0.9,0.61580547112462,0.6423786207841977,0.4446187146187146,0.9035140900765901,6,interpolation,mscgan_mscnn_margin,0.02,160,31,8,96,3393,2.182600975036621
0.9,0.6764486975013291,0.6640097404723957,0.47665716999050334,0.9152845045900602,6,interpolation,mscgan_mscnn_margin,0.03,240,31,8,96,3393,2.182600975036621
0.9075,0.5143638850889193,0.6687259957670448,0.37572883030397275,0.9128068130883012,6,interpolation,mscgan_mscnn_margin,0.05,400,31,8,96,3393,2.182600975036621
0.9125,0.4873264868841916,0.685554254422945,0.3672995727007418,0.9157295174076371,6,interpolation,mscgan_mscnn_margin,0.08,640,31,8,96,3393,2.182600975036621
0.915,0.4697135853438266,0.7164256897856381,0.36540519138142225,0.9217867892379777,6,interpolation,mscgan_mscnn_margin,0.1,800,31,8,96,3393,2.182600975036621
0.84375,0.46677265703814375,0.6328380456577369,0.30972958208556783,0.869609201650519,6,interpolation,mscgan_mscnn_margin,0.2,1600,31,8,96,3393,2.182600975036621
0.8254166666666667,0.4216490625915885,0.6425107616170309,0.32616240532060703,0.8428605092740824,6,interpolation,mscgan_mscnn_margin,0.3,2400,31,8,96,3393,2.182600975036621
0.788125,0.43278939578559383,0.5946520839537088,0.3349197297367253,0.8069736203532019,6,interpolation,mscgan_mscnn_margin,0.4,3200,31,8,96,3393,2.182600975036621
0.75225,0.42764670602556715,0.5538668138899111,0.3233187902829333,0.7789194093565381,6,interpolation,mscgan_mscnn_margin,0.5,4000,31,8,96,3393,2.182600975036621
0.593625,0.3727405092371515,0.37524787937825255,0.2658317944971522,0.6451026901998794,6,interpolation,mscgan_mscnn_full,1.0,8000,31,8,96,3393,2.182600975036621
0.9816176470588235,0.6666666666666666,0.779881568518954,0.6634799235181644,0.9725143403441683,6,extrapolation,mscgan_mscnn_margin,0.01,272,31,8,96,3393,2.182600975036621
0.9742647058823529,0.33237731038878265,0.6195635792251343,0.2931274244309449,0.965475134648751,6,extrapolation,mscgan_mscnn_margin,0.02,544,31,8,96,3393,2.182600975036621
0.9779411764705882,0.3324883819180397,0.617128733613701,0.30050604626708727,0.9707054203779304,6,extrapolation,mscgan_mscnn_margin,0.03,816,31,8,96,3393,2.182600975036621
0.9772058823529411,0.2846369316957552,0.4884148250343967,0.2506502412924553,0.9724093501082047,6,extrapolation,mscgan_mscnn_margin,0.05,1360,31,8,96,3393,2.182600975036621
0.9774816176470589,0.3561354019746122,0.428597980655612,0.26741592406149367,0.9728417584212098,6,extrapolation,mscgan_mscnn_margin,0.08,2176,31,8,96,3393,2.182600975036621
0.9724264705882353,0.31160309667673713,0.3850478052258707,0.2228754096599151,0.9665435266622632,6,extrapolation,mscgan_mscnn_margin,0.1,2720,31,8,96,3393,2.182600975036621
0.9584558823529412,0.31067504427340603,0.48072593142918707,0.2646742281828755,0.9509806944234915,6,extrapolation,mscgan_mscnn_margin,0.2,5440,31,8,96,3393,2.182600975036621
0.9295343137254902,0.3415739749898331,0.5794736468234063,0.2888474837770374,0.9142456761435018,6,extrapolation,mscgan_mscnn_margin,0.3,8160,31,8,96,3393,2.182600975036621
0.9015625,0.366804454734945,0.6481607580944766,0.3037405800361508,0.8815866775924226,6,extrapolation,mscgan_mscnn_margin,0.4,10880,31,8,96,3393,2.182600975036621
0.8731617647058824,0.3767193472766625,0.6670662179478473,0.3020043433522627,0.8517544490064849,6,extrapolation,mscgan_mscnn_margin,0.5,13600,31,8,96,3393,2.182600975036621
0.695,0.31401767120320595,0.5168680743526729,0.2214341206922181,0.6702539435278645,6,extrapolation,mscgan_mscnn_full,1.0,27200,31,8,96,3393,2.182600975036621
0.8,0.6096604495456719,0.699943989487168,0.5180933062880324,0.7470977011494252,7,interpolation,mscgan_mscnn_margin,0.01,80,31,8,96,3282,2.1829991340637207
0.81875,0.631675492050609,0.7242416795893367,0.613097324189049,0.8018840353938186,7,interpolation,mscgan_mscnn_margin,0.02,160,31,8,96,3282,2.1829991340637207
0.8375,0.6068199987128214,0.7622501871488231,0.6162348792522729,0.8267105525513484,7,interpolation,mscgan_mscnn_margin,0.03,240,31,8,96,3282,2.1829991340637207
0.7925,0.6526546250684182,0.7023549272742227,0.638106820746396,0.7792903100768005,7,interpolation,mscgan_mscnn_margin,0.05,400,31,8,96,3282,2.1829991340637207
0.7859375,0.6820558598388671,0.7059505875483412,0.6683181802352776,0.7782618912477873,7,interpolation,mscgan_mscnn_margin,0.08,640,31,8,96,3282,2.1829991340637207
0.7925,0.6815693260569718,0.7137795365069916,0.6660055055255966,0.7861824679664801,7,interpolation,mscgan_mscnn_margin,0.1,800,31,8,96,3282,2.1829991340637207
0.775,0.6563417535469372,0.6889977508168607,0.5430106797930183,0.7789134481527846,7,interpolation,mscgan_mscnn_margin,0.2,1600,31,8,96,3282,2.1829991340637207
0.7345833333333334,0.6488430499829395,0.6381258685425134,0.49052496536833656,0.7485717378915974,7,interpolation,mscgan_mscnn_margin,0.3,2400,31,8,96,3282,2.1829991340637207
0.69,0.6202956044742555,0.580737420166611,0.4443689292355364,0.7115872985264023,7,interpolation,mscgan_mscnn_margin,0.4,3200,31,8,96,3282,2.1829991340637207
0.6615,0.5947407861392647,0.5446642761970829,0.41888049159515783,0.6867591390531314,7,interpolation,mscgan_mscnn_margin,0.5,4000,31,8,96,3282,2.1829991340637207
0.590625,0.45502847775265093,0.4345500828190789,0.3512407096179872,0.6170534797677157,7,interpolation,mscgan_mscnn_full,1.0,8000,31,8,96,3282,2.1829991340637207
0.2536764705882353,0.4265,0.16651083521158214,0.20851227809990697,0.278943098038004,7,extrapolation,mscgan_mscnn_margin,0.01,272,31,8,96,3282,2.1829991340637207
0.5441176470588235,0.38347069597069594,0.3696120226385079,0.23069119642429564,0.5498609940624026,7,extrapolation,mscgan_mscnn_margin,0.02,544,31,8,96,3282,2.1829991340637207
0.6593137254901961,0.46278037730243615,0.4901449265975221,0.3213924229103516,0.642675334835206,7,extrapolation,mscgan_mscnn_margin,0.03,816,31,8,96,3282,2.1829991340637207
0.7639705882352941,0.445844169041696,0.6294752468860226,0.35320852282076926,0.7405781796074092,7,extrapolation,mscgan_mscnn_margin,0.05,1360,31,8,96,3282,2.1829991340637207
0.8120404411764706,0.4419654088050315,0.691888728782395,0.357671093777877,0.7872766431176891,7,extrapolation,mscgan_mscnn_margin,0.08,2176,31,8,96,3282,2.1829991340637207
0.8224264705882353,0.40213596947790387,0.7076861197313308,0.31904621455942983,0.7976205128123802,7,extrapolation,mscgan_mscnn_margin,0.1,2720,31,8,96,3282,2.1829991340637207
0.8362132352941176,0.3979979526628929,0.736742859772751,0.3096024130210629,0.8107971598670076,7,extrapolation,mscgan_mscnn_margin,0.2,5440,31,8,96,3282,2.1829991340637207
0.8283088235294118,0.4225043123571496,0.7316805873195485,0.3209072794838075,0.8018077562363033,7,extrapolation,mscgan_mscnn_margin,0.3,8160,31,8,96,3282,2.1829991340637207
0.8080882352941177,0.4233316303271121,0.6992781642620137,0.3122624769155997,0.7844205548967312,7,extrapolation,mscgan_mscnn_margin,0.4,10880,31,8,96,3282,2.1829991340637207
0.7819117647058823,0.4138601295963457,0.6559116665484462,0.2994014199821999,0.7617759396064846,7,extrapolation,mscgan_mscnn_margin,0.5,13600,31,8,96,3282,2.1829991340637207
0.6441176470588236,0.3216092838248221,0.4717454017589113,0.2246419472238825,0.6415926883387458,7,extrapolation,mscgan_mscnn_full,1.0,27200,31,8,96,3282,2.1829991340637207
0.9375,0.4894366197183099,0.7143030511072186,0.39290780141843973,0.9435283687943261,8,interpolation,mscgan_mscnn_margin,0.01,80,31,8,96,3187,2.003117322921753
0.925,0.39,0.6944624135488082,0.3213384573580218,0.9309785140328405,8,interpolation,mscgan_mscnn_margin,0.02,160,31,8,96,3187,2.003117322921753
0.925,0.5156071998177262,0.7170896541778984,0.41132462717447077,0.9350383308230025,8,interpolation,mscgan_mscnn_margin,0.03,240,31,8,96,3187,2.003117322921753
0.9325,0.5577922077922077,0.7720355603987842,0.43759221610662086,0.9351342801496395,8,interpolation,mscgan_mscnn_margin,0.05,400,31,8,96,3187,2.003117322921753
0.90625,0.5497281787979462,0.7248714912054316,0.4241070738366682,0.8951655133069265,8,interpolation,mscgan_mscnn_margin,0.08,640,31,8,96,3187,2.003117322921753
0.9075,0.5462820596440092,0.746858926905203,0.425205992061342,0.8942967376527551,8,interpolation,mscgan_mscnn_margin,0.1,800,31,8,96,3187,2.003117322921753
0.88,0.5737166610854063,0.6779748678174569,0.3798056169463504,0.8755642094589482,8,interpolation,mscgan_mscnn_margin,0.2,1600,31,8,96,3187,2.003117322921753
0.8675,0.5805085729779984,0.6602366437505252,0.39636541187893143,0.8691253726883182,8,interpolation,mscgan_mscnn_margin,0.3,2400,31,8,96,3187,2.003117322921753
0.8321875,0.4841841351721752,0.6013199139157819,0.38456875841088767,0.8395446801033155,8,interpolation,mscgan_mscnn_margin,0.4,3200,31,8,96,3187,2.003117322921753
0.79025,0.4857156166195765,0.537641063692834,0.37490189072881375,0.8083033408741719,8,interpolation,mscgan_mscnn_margin,0.5,4000,31,8,96,3187,2.003117322921753
0.65175,0.4709509141912166,0.40967595231887977,0.3473854266154819,0.6837153465619069,8,interpolation,mscgan_mscnn_full,1.0,8000,31,8,96,3187,2.003117322921753
0.8933823529411765,0.4536171685704396,0.7144258716614726,0.4334820192686706,0.8953915421461052,8,extrapolation,mscgan_mscnn_margin,0.01,272,31,8,96,3187,2.003117322921753
0.8897058823529411,0.3937760644938508,0.6721513258849319,0.3365552646169711,0.8896170220853041,8,extrapolation,mscgan_mscnn_margin,0.02,544,31,8,96,3187,2.003117322921753
0.8982843137254902,0.3835792054109933,0.6771255901779494,0.32087869841418903,0.9023688656672547,8,extrapolation,mscgan_mscnn_margin,0.03,816,31,8,96,3187,2.003117322921753
0.913235294117647,0.4119677998948436,0.7206889742262912,0.36682209574352403,0.9103464585982376,8,extrapolation,mscgan_mscnn_margin,0.05,1360,31,8,96,3187,2.003117322921753
0.9136029411764706,0.43359937615253497,0.7603715396951416,0.38566660619030435,0.9089948270792026,8,extrapolation,mscgan_mscnn_margin,0.08,2176,31,8,96,3187,2.003117322921753
0.9110294117647059,0.4356931932879438,0.7705546201503731,0.388342010015669,0.9052717211200944,8,extrapolation,mscgan_mscnn_margin,0.1,2720,31,8,96,3187,2.003117322921753
0.8886029411764705,0.40304703401569664,0.7696210487294309,0.35272807137164486,0.8782334403494337,8,extrapolation,mscgan_mscnn_margin,0.2,5440,31,8,96,3187,2.003117322921753
0.850735294117647,0.40363002513165097,0.724885283082377,0.3445495489058765,0.8367304724775402,8,extrapolation,mscgan_mscnn_margin,0.3,8160,31,8,96,3187,2.003117322921753
0.8217830882352941,0.3667288146977075,0.6857537212052687,0.3033802226489098,0.8063395949851889,8,extrapolation,mscgan_mscnn_margin,0.4,10880,31,8,96,3187,2.003117322921753
0.7907352941176471,0.3542029567309413,0.6465694904794257,0.28914177719754325,0.774818954971937,8,extrapolation,mscgan_mscnn_margin,0.5,13600,31,8,96,3187,2.003117322921753
0.6483455882352941,0.32219135389319953,0.47960072796477304,0.238435247224406,0.6415609445463768,8,extrapolation,mscgan_mscnn_full,1.0,27200,31,8,96,3187,2.003117322921753
0.7125,0.6738095238095237,0.6628193689780354,0.5329309442609935,0.7750524977895668,9,interpolation,mscgan_mscnn_margin,0.01,80,31,8,96,2910,1.997405767440796
0.65625,0.6507936507936508,0.5870234092173147,0.4431050042907846,0.7428076711242091,9,interpolation,mscgan_mscnn_margin,0.02,160,31,8,96,2910,1.997405767440796
0.6291666666666667,0.5666227781435155,0.5262986310073132,0.427778443452589,0.7173941382895042,9,interpolation,mscgan_mscnn_margin,0.03,240,31,8,96,2910,1.997405767440796
0.645,0.637462777791271,0.5501239520367635,0.5138381156617168,0.7247441853583672,9,interpolation,mscgan_mscnn_margin,0.05,400,31,8,96,2910,1.997405767440796
0.6953125,0.6736123543609887,0.5850062656974916,0.5256559162896226,0.763389156794023,9,interpolation,mscgan_mscnn_margin,0.08,640,31,8,96,2910,1.997405767440796
0.69625,0.6822798577100497,0.5737715071487622,0.5105495983265371,0.7562908598021753,9,interpolation,mscgan_mscnn_margin,0.1,800,31,8,96,2910,1.997405767440796
0.761875,0.6876070649925098,0.6168340839417168,0.49696359085671193,0.8032756140616228,9,interpolation,mscgan_mscnn_margin,0.2,1600,31,8,96,2910,1.997405767440796
0.7433333333333333,0.6117755048976713,0.5945535069960389,0.46643195276796423,0.7754346664612526,9,interpolation,mscgan_mscnn_margin,0.3,2400,31,8,96,2910,1.997405767440796
0.7125,0.5587296075434213,0.5581480178886764,0.4448988308517559,0.7437805423118397,9,interpolation,mscgan_mscnn_margin,0.4,3200,31,8,96,2910,1.997405767440796
0.6895,0.5432016482247211,0.5328707732650052,0.4320834858836145,0.7196153501374651,9,interpolation,mscgan_mscnn_margin,0.5,4000,31,8,96,2910,1.997405767440796
0.591375,0.432819188614135,0.41083520623779035,0.38704952654062597,0.6200450154391954,9,interpolation,mscgan_mscnn_full,1.0,8000,31,8,96,2910,1.997405767440796
0.8088235294117647,0.49368088467614535,0.544723330797324,0.3596884681740116,0.7893222425344942,9,extrapolation,mscgan_mscnn_margin,0.01,272,31,8,96,2910,1.997405767440796
0.7922794117647058,0.4915123456790123,0.4781068452846592,0.3314070764929975,0.7856026582392762,9,extrapolation,mscgan_mscnn_margin,0.02,544,31,8,96,2910,1.997405767440796
0.8112745098039216,0.45648100577231104,0.5132907156162273,0.35003808540960246,0.8033724588046434,9,extrapolation,mscgan_mscnn_margin,0.03,816,31,8,96,2910,1.997405767440796
0.8529411764705882,0.38659557390207544,0.5566443376937975,0.30050671693713366,0.8446275339044998,9,extrapolation,mscgan_mscnn_margin,0.05,1360,31,8,96,2910,1.997405767440796
0.8708639705882353,0.3967588717128312,0.5823833860020535,0.31028915893974696,0.8556321416334138,9,extrapolation,mscgan_mscnn_margin,0.08,2176,31,8,96,2910,1.997405767440796
0.8772058823529412,0.4072555298960389,0.60493615498931,0.3158439547985674,0.8620013832029196,9,extrapolation,mscgan_mscnn_margin,0.1,2720,31,8,96,2910,1.997405767440796
0.8821691176470589,0.32949649156700556,0.6217916303042498,0.2621667019197762,0.8641317299632889,9,extrapolation,mscgan_mscnn_margin,0.2,5440,31,8,96,2910,1.997405767440796
0.8688725490196079,0.32275664032405815,0.6245534265736816,0.25305529333642823,0.8489777172196117,9,extrapolation,mscgan_mscnn_margin,0.3,8160,31,8,96,2910,1.997405767440796
0.8469669117647058,0.3298859672299707,0.6105612225465747,0.2633137867243933,0.8246589478869856,9,extrapolation,mscgan_mscnn_margin,0.4,10880,31,8,96,2910,1.997405767440796
0.820735294117647,0.33236121290674026,0.5933051016907204,0.2591346636260035,0.7954882843299473,9,extrapolation,mscgan_mscnn_margin,0.5,13600,31,8,96,2910,1.997405767440796
0.6590441176470588,0.2802947000227887,0.4601263473512022,0.2083513796351019,0.6390648307874643,9,extrapolation,mscgan_mscnn_full,1.0,27200,31,8,96,2910,1.997405767440796
0.925,0.7238095238095238,0.7992585183587012,0.6266666666666666,0.9359999999999999,42,interpolation,mscgan_mscnn_margin,0.01,80,31,8,96,3078,2.008288621902466
0.81875,0.6640333552775949,0.6121232684097845,0.551984126984127,0.8480753968253968,42,interpolation,mscgan_mscnn_margin,0.02,160,31,8,96,3078,2.008288621902466
0.7791666666666667,0.6264715608465609,0.5335254909505022,0.4743643356957804,0.8144883958764979,42,interpolation,mscgan_mscnn_margin,0.03,240,31,8,96,3078,2.008288621902466
0.7675,0.6461628324946082,0.5166355543253106,0.46911341659752676,0.8178812843230215,42,interpolation,mscgan_mscnn_margin,0.05,400,31,8,96,3078,2.008288621902466
0.8015625,0.693892760356175,0.594970980201191,0.48916700457656725,0.8339157294616779,42,interpolation,mscgan_mscnn_margin,0.08,640,31,8,96,3078,2.008288621902466
0.81625,0.7194783834586466,0.6236648181619888,0.5093384854255334,0.8394477949120589,42,interpolation,mscgan_mscnn_margin,0.1,800,31,8,96,3078,2.008288621902466
0.806875,0.7313071626441192,0.6090104332641014,0.5126552797462112,0.8352999730047854,42,interpolation,mscgan_mscnn_margin,0.2,1600,31,8,96,3078,2.008288621902466
0.7820833333333334,0.6720500660698558,0.5980437046794281,0.4855620040607719,0.8102316158230567,42,interpolation,mscgan_mscnn_margin,0.3,2400,31,8,96,3078,2.008288621902466
0.7440625,0.6154698299038431,0.5665345512134404,0.4750774427713053,0.774326769825252,42,interpolation,mscgan_mscnn_margin,0.4,3200,31,8,96,3078,2.008288621902466
0.70875,0.6166404181500211,0.5322558021653689,0.4647183222591412,0.7415570343601638,42,interpolation,mscgan_mscnn_margin,0.5,4000,31,8,96,3078,2.008288621902466
0.557375,0.4889117286619509,0.3535722016555904,0.360626054850451,0.5986178108624403,42,interpolation,mscgan_mscnn_full,1.0,8000,31,8,96,3078,2.008288621902466
0.7205882352941176,0.5319078070876632,0.6231904664491394,0.47509876752513497,0.6634985394524624,42,extrapolation,mscgan_mscnn_margin,0.01,272,31,8,96,3078,2.008288621902466
0.7040441176470589,0.5179182810234295,0.6026752444971867,0.443634494955515,0.6996639001363625,42,extrapolation,mscgan_mscnn_margin,0.02,544,31,8,96,3078,2.008288621902466
0.696078431372549,0.46541452267510064,0.5971215761360333,0.40812684002456284,0.6846650258609696,42,extrapolation,mscgan_mscnn_margin,0.03,816,31,8,96,3078,2.008288621902466
0.675,0.5647313514626378,0.5748051436222873,0.4248997477339206,0.65466433411166,42,extrapolation,mscgan_mscnn_margin,0.05,1360,31,8,96,3078,2.008288621902466
0.6580882352941176,0.4503413254847007,0.5496219908720452,0.3305758117923407,0.6555561198105115,42,extrapolation,mscgan_mscnn_margin,0.08,2176,31,8,96,3078,2.008288621902466
0.663235294117647,0.4178474013003802,0.5566903774017974,0.30278028642183413,0.6671549373284882,42,extrapolation,mscgan_mscnn_margin,0.1,2720,31,8,96,3078,2.008288621902466
0.7097426470588235,0.44284901775813523,0.6057240569973722,0.3167648015770665,0.7169926508915425,42,extrapolation,mscgan_mscnn_margin,0.2,5440,31,8,96,3078,2.008288621902466
0.7213235294117647,0.4404341654922575,0.6097946642779751,0.3148822104965963,0.7249999016940111,42,extrapolation,mscgan_mscnn_margin,0.3,8160,31,8,96,3078,2.008288621902466
0.7092830882352941,0.4018000333742644,0.5857429181443994,0.28133370179351946,0.7109326792500921,42,extrapolation,mscgan_mscnn_margin,0.4,10880,31,8,96,3078,2.008288621902466
0.6891176470588235,0.38593218031033133,0.5542428190741415,0.26866968798898033,0.6926791798077925,42,extrapolation,mscgan_mscnn_margin,0.5,13600,31,8,96,3078,2.008288621902466
0.5721323529411765,0.3216795882454808,0.41033169236383754,0.213668157748753,0.590049852491123,42,extrapolation,mscgan_mscnn_full,1.0,27200,31,8,96,3078,2.008288621902466
