Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows
0.8308823529411765,0.1736111111111111,0.3806339423974709,0.1725233769258926,0.7636906964043478,5,extrapolation,pdsmvknn_margin,0.01,272
0.8345588235294118,0.1605263157894736,0.4242435344874719,0.156296163392243,0.7702513711593904,5,extrapolation,pdsmvknn_margin,0.02,544
0.8517156862745098,0.1614035087719298,0.4473598712722581,0.1591036414565826,0.7942206294282419,5,extrapolation,pdsmvknn_margin,0.03,816
0.8514705882352941,0.159375,0.4423858811869944,0.1582617255693059,0.7942700465131933,5,extrapolation,pdsmvknn_margin,0.05,1360
0.8575367647058824,0.1580838323353293,0.4601837174842955,0.1578641740250507,0.804092135489566,5,extrapolation,pdsmvknn_margin,0.08,2176
0.85625,0.1564814814814815,0.4592822453457207,0.1560020084936189,0.8030899786624783,5,extrapolation,pdsmvknn_margin,0.1,2720
0.852389705882353,0.1432801586197793,0.4620977813784948,0.1397976758186682,0.7983988844806982,5,extrapolation,pdsmvknn_margin,0.2,5440
0.836764705882353,0.1309005889490662,0.450615952323518,0.1251385866217714,0.7781252641901831,5,extrapolation,pdsmvknn_margin,0.3,8160
0.8138786764705882,0.1304641151276357,0.4336320412038447,0.1221628108843189,0.7488061931769538,5,extrapolation,pdsmvknn_margin,0.4,10880
0.7826470588235294,0.1304855095600348,0.4106631547299308,0.1190349358041337,0.7076177497038999,5,extrapolation,pdsmvknn_margin,0.5,13600
0.6265808823529412,0.1267371433406695,0.3287158613856432,0.1101116046518458,0.5366971468587668,5,extrapolation,pdsmvknn_full,1.0,27200
0.9,0.25,0.0,0.2368421052631578,0.8526315789473683,6,interpolation,pdsmvknn_margin,0.01,80
0.89375,0.2,0.0,0.1887788778877887,0.8436056105610561,6,interpolation,pdsmvknn_margin,0.02,160
0.9,0.2,0.0,0.1894736842105263,0.8526315789473684,6,interpolation,pdsmvknn_margin,0.03,240
0.89,0.1666666666666666,0.0,0.1569664902998236,0.8382010582010581,6,interpolation,pdsmvknn_margin,0.05,400
0.88125,0.1428571428571428,0.0,0.1338395823445657,0.8256229235880399,6,interpolation,pdsmvknn_margin,0.08,640
0.8725,0.1428571428571428,0.0,0.1331298874690062,0.813090787716956,6,interpolation,pdsmvknn_margin,0.1,800
0.838125,0.1428571428571428,0.0,0.1302763880118521,0.764315283917035,6,interpolation,pdsmvknn_margin,0.2,1600
0.8091666666666667,0.125,0.0,0.1118148318747121,0.7238146783356364,6,interpolation,pdsmvknn_margin,0.3,2400
0.7790625,0.125,0.0,0.1094765501493061,0.6823125988055507,6,interpolation,pdsmvknn_margin,0.4,3200
0.743,0.1254421098932329,0.0152809300447614,0.1077865378616848,0.6348940064089544,6,interpolation,pdsmvknn_margin,0.5,4000
0.64,0.1614692032067203,0.2207917592009548,0.1637159048747928,0.5698488638011219,6,interpolation,pdsmvknn_full,1.0,8000
0.9117647058823528,0.1428571428571428,0.0,0.1362637362637362,0.869683257918552,6,extrapolation,pdsmvknn_margin,0.01,272
0.8952205882352942,0.1530612244897959,0.1270365004483449,0.1539913924753575,0.8473260732864575,6,extrapolation,pdsmvknn_margin,0.02,544
0.8860294117647058,0.14375,0.1710737397043354,0.1500255253977707,0.8352185424497375,6,extrapolation,pdsmvknn_margin,0.03,816
0.8742647058823529,0.1315192743764172,0.2146976329904347,0.1380869554686636,0.8202084316744178,6,extrapolation,pdsmvknn_margin,0.05,1360
0.8552389705882353,0.1313131313131313,0.2098765154875992,0.1365600691443388,0.7936418030911587,6,extrapolation,pdsmvknn_margin,0.08,2176
0.8470588235294118,0.1241379310344827,0.2379725771897395,0.1293026111344756,0.7834982900307917,6,extrapolation,pdsmvknn_margin,0.1,2720
0.8268382352941176,0.1381603700322376,0.3068956596782377,0.1409984799500981,0.7587092889351891,6,extrapolation,pdsmvknn_margin,0.2,5440
0.8126225490196078,0.1313269154270258,0.325519230939794,0.1296568358562742,0.7407102458831774,6,extrapolation,pdsmvknn_margin,0.3,8160
0.7943014705882353,0.1341711125763509,0.3490688115643483,0.1298221255485904,0.7194230133329327,6,extrapolation,pdsmvknn_margin,0.4,10880
0.7723529411764706,0.1362906853459355,0.3625750692891431,0.1293664762025856,0.6942573029853853,6,extrapolation,pdsmvknn_margin,0.5,13600
0.6098529411764706,0.1303111319930642,0.3047628126475522,0.1209226434904366,0.5355189404621774,6,extrapolation,pdsmvknn_full,1.0,27200
0.925,0.5,0.0,0.4805194805194805,0.888961038961039,7,interpolation,pdsmvknn_margin,0.01,80
0.88125,0.3333333333333333,0.0,0.3122923588039867,0.8256229235880399,7,interpolation,pdsmvknn_margin,0.02,160
0.8625,0.25,0.0,0.2315436241610738,0.7988255033557047,7,interpolation,pdsmvknn_margin,0.03,240
0.8375,0.125,0.0,0.1139455782312925,0.7634353741496599,7,interpolation,pdsmvknn_margin,0.05,400
0.8328125,0.125,0.0,0.1135976129582267,0.7568440963341858,7,interpolation,pdsmvknn_margin,0.08,640
0.825,0.125,0.0,0.1130136986301369,0.7458904109589041,7,interpolation,pdsmvknn_margin,0.1,800
0.7975,0.125,0.0,0.1109179415855354,0.7076564673157162,7,interpolation,pdsmvknn_margin,0.2,1600
0.7641666666666667,0.125,0.0,0.1082900330656589,0.6620130688080618,7,interpolation,pdsmvknn_margin,0.3,2400
0.729375,0.1249464668094218,-0.0082251063097016,0.105439103722443,0.6155007679797615,7,interpolation,pdsmvknn_margin,0.4,3200
0.694,0.124910007199424,0.0069412301635403,0.1024808033077377,0.5693833431777909,7,interpolation,pdsmvknn_margin,0.5,4000
0.531875,0.1517574074575921,0.1336834072159483,0.1420828693360767,0.4195950138997551,7,interpolation,pdsmvknn_full,1.0,8000
0.8529411764705882,0.2142857142857142,0.211872923072203,0.2203072812291249,0.7897942944712956,7,extrapolation,pdsmvknn_margin,0.01,272
0.875,0.2192982456140351,0.2740317340567406,0.2325007002266188,0.8226068538331228,7,extrapolation,pdsmvknn_margin,0.02,544
0.8799019607843137,0.2222222222222222,0.279401847027435,0.237076680641037,0.8293387446852793,7,extrapolation,pdsmvknn_margin,0.03,816
0.8698529411764706,0.2264150943396226,0.2981684843462262,0.2405995688057214,0.8160543198717979,7,extrapolation,pdsmvknn_margin,0.05,1360
0.8543198529411765,0.1228239845261121,0.293000756986711,0.1262191255779492,0.7951393712553521,7,extrapolation,pdsmvknn_margin,0.08,2176
0.8444852941176471,0.1265454545454545,0.3058685128723845,0.128919375498914,0.7817714401974799,7,extrapolation,pdsmvknn_margin,0.1,2720
0.8056985294117647,0.1181257014590347,0.3024455418991973,0.1167709637940227,0.7291833274807539,7,extrapolation,pdsmvknn_margin,0.2,5440
0.8017156862745098,0.1166802611474742,0.3088008907783979,0.1140773119417863,0.72570600194481,7,extrapolation,pdsmvknn_margin,0.3,8160
0.7923713235294118,0.1216096546795309,0.339285735576343,0.116542740973072,0.7148449867403022,7,extrapolation,pdsmvknn_margin,0.4,10880
0.7783823529411765,0.1241207700522112,0.3566874080356864,0.1157023382829834,0.6985165808258786,7,extrapolation,pdsmvknn_margin,0.5,13600
0.6261029411764706,0.1263589957938507,0.325008172074273,0.1100762153754161,0.5337598612954719,7,extrapolation,pdsmvknn_full,1.0,27200
0.975,0.3333333333333333,0.0,0.32911392405063294,0.9626582278481013,8,interpolation,pdsmvknn_margin,0.01,80
0.96875,0.2,0.0,0.19682539682539682,0.9533730158730158,8,interpolation,pdsmvknn_margin,0.02,160
0.9666666666666667,0.2,0.0,0.19661016949152543,0.9502824858757062,8,interpolation,pdsmvknn_margin,0.03,240
0.97,0.2,0.0,0.19695431472081218,0.9552284263959391,8,interpolation,pdsmvknn_margin,0.05,400
0.965625,0.16666666666666666,0.0,0.16375198728139903,0.9487380763116058,8,interpolation,pdsmvknn_margin,0.08,640
0.96625,0.16666666666666666,0.0,0.16380589107861834,0.9496646535282899,8,interpolation,pdsmvknn_margin,0.1,800
0.9425,0.14285714285714285,0.0,0.13862842434271005,0.9146010296010296,8,interpolation,pdsmvknn_margin,0.2,1600
0.9225,0.125,0.0,0.11996098829648895,0.8853120936280885,8,interpolation,pdsmvknn_margin,0.3,2400
0.8934375,0.125,0.0,0.11796501072784288,0.843154914177257,8,interpolation,pdsmvknn_margin,0.4,3200
0.871,0.125,0.0,0.11638161411010155,0.8109470871191876,8,interpolation,pdsmvknn_margin,0.5,4000
0.689625,0.1427986748149853,0.17481139592207665,0.1354029172935467,0.5875468880128908,8,interpolation,pdsmvknn_full,1.0,8000
0.9080882352941176,0.475,0.5037869253600739,0.4743670553629583,0.8661670467115306,8,extrapolation,pdsmvknn_margin,0.01,272
0.8915441176470589,0.2481203007518797,0.42655399928549625,0.25564911279196995,0.8444117157352452,8,extrapolation,pdsmvknn_margin,0.02,544
0.8823529411764706,0.19166666666666665,0.36562547780854976,0.20220551804193032,0.8332449271946999,8,extrapolation,pdsmvknn_margin,0.03,816
0.8845588235294117,0.16,0.3381797712357564,0.16949537773067186,0.8367988013965522,8,extrapolation,pdsmvknn_margin,0.05,1360
0.8648897058823529,0.1543756145526057,0.3433898201236108,0.16169210400747328,0.811456226361893,8,extrapolation,pdsmvknn_margin,0.08,2176
0.8577205882352941,0.14977205558699616,0.3286077949279292,0.15671864850863435,0.8022363542696296,8,extrapolation,pdsmvknn_margin,0.1,2720
0.8422794117647059,0.13558148043392468,0.35300565976202675,0.14016461362096547,0.7836974694504663,8,extrapolation,pdsmvknn_margin,0.2,5440
0.8276960784313725,0.11492833117658176,0.3546726903393077,0.11687968602246973,0.7647405844993106,8,extrapolation,pdsmvknn_margin,0.3,8160
0.8135110294117647,0.11845215065897179,0.37173644150137297,0.11804579323929447,0.7473731586710661,8,extrapolation,pdsmvknn_margin,0.4,10880
0.7949264705882353,0.12188410513955998,0.3838199850396661,0.11944590728331415,0.7244801596715754,8,extrapolation,pdsmvknn_margin,0.5,13600
0.6252205882352941,0.1283937464764787,0.3282634361173856,0.11699832021908231,0.5370904507378872,8,extrapolation,pdsmvknn_full,1.0,27200
0.975,0.3333333333333333,0.0,0.32911392405063294,0.9626582278481013,9,interpolation,pdsmvknn_margin,0.01,80
0.96875,0.3333333333333333,0.0,0.328042328042328,0.9533730158730158,9,interpolation,pdsmvknn_margin,0.02,160
0.9625,0.3333333333333333,0.0,0.32696390658174096,0.9441082802547771,9,interpolation,pdsmvknn_margin,0.03,240
0.96,0.25,0.0,0.24489795918367346,0.9404081632653061,9,interpolation,pdsmvknn_margin,0.05,400
0.9484375,0.25,0.0,0.2433841218925421,0.9233385124298316,9,interpolation,pdsmvknn_margin,0.08,640
0.93375,0.2,0.0,0.1931480284421461,0.9017598577892696,9,interpolation,pdsmvknn_margin,0.1,800
0.896875,0.2,0.0,0.18912685337726526,0.8481157331136738,9,interpolation,pdsmvknn_margin,0.2,1600
0.8533333333333334,0.16666666666666666,0.0,0.15347721822541968,0.7858033573141487,9,interpolation,pdsmvknn_margin,0.3,2400
0.799375,0.14285714285714285,0.0,0.12692899320200465,0.7102470475859675,9,interpolation,pdsmvknn_margin,0.4,3200
0.75425,0.14302269398255532,0.0179520312600973,0.12328023659578438,0.6491484730835064,9,interpolation,pdsmvknn_margin,0.5,4000
0.614375,0.16201755282002153,0.21313983620444832,0.15965579610052244,0.5245185631698089,9,interpolation,pdsmvknn_full,1.0,8000
0.9411764705882353,0.2631578947368421,0.6888346995057981,0.26551226551226553,0.917706476530006,9,extrapolation,pdsmvknn_margin,0.01,272
0.9319852941176471,0.2605042016806723,0.6382681153359039,0.2646673692951359,0.9041803928144028,9,extrapolation,pdsmvknn_margin,0.02,544
0.9264705882352942,0.25142857142857145,0.6039254163103811,0.2579460699942628,0.8974853663018085,9,extrapolation,pdsmvknn_margin,0.03,816
0.9139705882352941,0.21710526315789475,0.5504395810081525,0.2229762117422889,0.87916440307813,9,extrapolation,pdsmvknn_margin,0.05,1360
0.9011948529411765,0.16076923076923078,0.4979848070058207,0.16791149155197493,0.8632990420278551,9,extrapolation,pdsmvknn_margin,0.08,2176
0.899264705882353,0.1458647780486861,0.4907237833931536,0.15137316629853945,0.8607269844978361,9,extrapolation,pdsmvknn_margin,0.1,2720
0.8742647058823529,0.1398189398926726,0.45022031423118286,0.14397013918557325,0.8272993030801239,9,extrapolation,pdsmvknn_margin,0.2,5440
0.8512254901960784,0.13763005385519464,0.43286161434568166,0.13906412352763972,0.7972384622725336,9,extrapolation,pdsmvknn_margin,0.3,8160
0.8255514705882353,0.13744838357688438,0.41938640855344317,0.13521081176160182,0.7636827446554242,9,extrapolation,pdsmvknn_margin,0.4,10880
0.7952941176470588,0.13757416380446894,0.4060907494826007,0.13101995825180537,0.7248379006775303,9,extrapolation,pdsmvknn_margin,0.5,13600
0.6222426470588235,0.12683753881336968,0.3203321079269101,0.11472575508049332,0.53813831981999,9,extrapolation,pdsmvknn_full,1.0,27200
0.9875,0.5,0.0,0.4968553459119497,0.9812893081761006,42,interpolation,pdsmvknn_margin,0.01,80
0.96875,0.3333333333333333,0.0,0.328042328042328,0.9533730158730158,42,interpolation,pdsmvknn_margin,0.02,160
0.9625,0.2,0.0,0.1961783439490446,0.9441082802547771,42,interpolation,pdsmvknn_margin,0.03,240
0.9125,0.16666666666666666,0.0,0.15904139433551198,0.8707516339869281,42,interpolation,pdsmvknn_margin,0.05,400
0.8890625,0.16666666666666666,0.0,0.15687896333057624,0.8368512200165427,42,interpolation,pdsmvknn_margin,0.08,640
0.86625,0.14285714285714285,0.0,0.13261888814467515,0.804167782987274,42,interpolation,pdsmvknn_margin,0.1,800
0.82625,0.125,0.0,0.11310746064339494,0.7476403148528405,42,interpolation,pdsmvknn_margin,0.2,1600
0.8029166666666666,0.12493516597510373,-0.008125021271408467,0.11133579847469378,0.715518064864032,42,interpolation,pdsmvknn_margin,0.3,2400
0.7890625,0.12698409568268512,0.050110006809082015,0.11426300427930657,0.697235010385143,42,interpolation,pdsmvknn_margin,0.4,3200
0.77175,0.12853146318567155,0.0673865988487857,0.11590816631916401,0.6744600822741371,42,interpolation,pdsmvknn_margin,0.5,4000
0.670875,0.15326910502132296,0.22440350049735144,0.1486074596165577,0.5714365623876003,42,interpolation,pdsmvknn_full,1.0,8000
0.9485294117647058,0.25,0.0,0.24339622641509434,0.9234739178690344,42,extrapolation,pdsmvknn_margin,0.01,272
0.9393382352941176,0.16666666666666666,0.0,0.16145339652448656,0.9099560914413158,42,extrapolation,pdsmvknn_margin,0.02,544
0.9436274509803921,0.16666666666666666,0.0,0.16183270281630938,0.9162586850629281,42,extrapolation,pdsmvknn_margin,0.03,816
0.9205882352941176,0.14285714285714285,0.0,0.13695033909429008,0.8825240969282048,42,extrapolation,pdsmvknn_margin,0.05,1360
0.9163602941176471,0.125,0.0,0.11954436450839329,0.8763656721681478,42,extrapolation,pdsmvknn_margin,0.08,2176
0.9099264705882353,0.125,0.0,0.11910490856592877,0.8670136726490403,42,extrapolation,pdsmvknn_margin,0.1,2720
0.8994485294117647,0.1111111111111111,0.0,0.10522920094196588,0.8518342503458366,42,extrapolation,pdsmvknn_margin,0.2,5440
0.8781862745098039,0.1111111111111111,0.0,0.10390476604752998,0.8212296545918379,42,extrapolation,pdsmvknn_margin,0.3,8160
0.8513786764705882,0.1,0.0,0.09197239735888399,0.7830333793523366,42,extrapolation,pdsmvknn_margin,0.4,10880
0.8197058823529412,0.09090909090909091,0.0,0.08190193514260105,0.7384904781372708,42,extrapolation,pdsmvknn_margin,0.5,13600
0.5817279411764706,0.09664763763610727,0.1665042961642636,0.08491244136228444,0.4587716817269621,42,extrapolation,pdsmvknn_full,1.0,27200
